Word 	 Count 	 FPos 	 LPos 	 Dmin 	 AvgD 	 Dmax 
 singly 	 2 	 38986 	 496972 	 457986 	 457986.00 	 457986 
 betray 	 5 	 43101 	 449086 	 69107 	 101496.25 	 144533 
 variety 	 3 	 47591 	 410027 	 71575 	 181218.00 	 290861 
 quality 	 8 	 47689 	 574118 	 2420 	 75204.14 	 149227 
 Stay 	 2 	 88598 	 463076 	 374478 	 374478.00 	 374478 
 lovely 	 17 	 91382 	 612606 	 343 	 32576.50 	 80409 
 amply 	 2 	 103679 	 367741 	 264062 	 264062.00 	 264062 
 tidy 	 4 	 105882 	 579410 	 48759 	 157842.67 	 280900 
 willingly 	 6 	 126011 	 616643 	 10910 	 98126.40 	 292681 
 Probably 	 6 	 137348 	 524076 	 21216 	 77345.60 	 179254 
 ray 	 3 	 153670 	 617666 	 36337 	 231998.00 	 427659 
 prodigiously 	 1 	 182499 	 182499 	 0 	 0.00 	 0 
 know--faddy 	 1 	 183150 	 183150 	 0 	 0.00 	 0 
 "'Lately 	 1 	 209890 	 209890 	 0 	 0.00 	 0 
 burglary 	 7 	 233685 	 340148 	 729 	 17743.83 	 72231 
 accordingly 	 1 	 266052 	 266052 	 0 	 0.00 	 0 
 intently 	 9 	 283219 	 517997 	 1138 	 29347.25 	 79526 
 Watson--abduction! 	 1 	 310742 	 310742 	 0 	 0.00 	 0 
 chair! 	 2 	 377029 	 444093 	 67064 	 67064.00 	 67064 
 9 	 1 	 450331 	 450331 	 0 	 0.00 	 0 
 darkly 	 1 	 452091 	 452091 	 0 	 0.00 	 0 
 fine--very 	 2 	 453223 	 583086 	 129863 	 129863.00 	 129863 
 Carnaway 	 2 	 498295 	 498414 	 119 	 119.00 	 119 
 alive! 	 1 	 591467 	 591467 	 0 	 0.00 	 0 
 subtlety 	 1 	 625983 	 625983 	 0 	 0.00 	 0 
 torpor 	 1 	 3577 	 3577 	 0 	 0.00 	 0 
 Lestrade," 	 7 	 10521 	 387085 	 232 	 62760.67 	 120324 
 murder," 	 3 	 12455 	 259357 	 43879 	 123451.00 	 203023 
 thousand," 	 1 	 25143 	 25143 	 0 	 0.00 	 0 
 Offer 	 1 	 56681 	 56681 	 0 	 0.00 	 0 
 Inspector!" 	 1 	 59148 	 59148 	 0 	 0.00 	 0 
 far." 	 6 	 59605 	 656678 	 5695 	 119414.60 	 337805 
 police-station?" 	 1 	 103552 	 103552 	 0 	 0.00 	 0 
 problems." 	 2 	 105032 	 208554 	 103522 	 103522.00 	 103522 
 describe." 	 1 	 118367 	 118367 	 0 	 0.00 	 0 
 however." 	 2 	 119604 	 301691 	 182087 	 182087.00 	 182087 
 nights." 	 1 	 130306 	 130306 	 0 	 0.00 	 0 
 then!" 	 1 	 130541 	 130541 	 0 	 0.00 	 0 
 throat." 	 1 	 134605 	 134605 	 0 	 0.00 	 0 
 crop!" 	 1 	 139608 	 139608 	 0 	 0.00 	 0 
 used." 	 3 	 148678 	 327353 	 20366 	 89337.50 	 158309 
 builder 	 5 	 151693 	 455566 	 387 	 75968.25 	 162982 
 tenable?" 	 1 	 176062 	 176062 	 0 	 0.00 	 0 
 defer 	 1 	 199439 	 199439 	 0 	 0.00 	 0 
 "'Under 	 1 	 226888 	 226888 	 0 	 0.00 	 0 
 large." 	 2 	 231013 	 398676 	 167663 	 167663.00 	 167663 
 "Excellent!" 	 12 	 233184 	 529862 	 138 	 26970.73 	 117685 
 obvious," 	 2 	 233712 	 290403 	 56691 	 56691.00 	 56691 
 weakness," 	 1 	 237114 	 237114 	 0 	 0.00 	 0 
 blunder 	 4 	 269223 	 553773 	 21882 	 94850.00 	 155168 
 coachman?" 	 1 	 275112 	 275112 	 0 	 0.00 	 0 
 inadmissible." 	 1 	 275337 	 275337 	 0 	 0.00 	 0 
 Fall." 	 1 	 284572 	 284572 	 0 	 0.00 	 0 
 chain: 	 1 	 296364 	 296364 	 0 	 0.00 	 0 
 object?" 	 1 	 296787 	 296787 	 0 	 0.00 	 0 
 friendly?" 	 1 	 315845 	 315845 	 0 	 0.00 	 0 
 sort?" 	 2 	 316729 	 638827 	 322098 	 322098.00 	 322098 
 : 	 6 	 320704 	 320716 	 1 	 2.40 	 6 
 examination?" 	 1 	 350926 	 350926 	 0 	 0.00 	 0 
 word--never 	 1 	 353328 	 353328 	 0 	 0.00 	 0 
 mouse." 	 1 	 379050 	 379050 	 0 	 0.00 	 0 
 heaven!" 	 1 	 389781 	 389781 	 0 	 0.00 	 0 
 another." 	 1 	 403720 	 403720 	 0 	 0.00 	 0 
 estate?" 	 1 	 404917 	 404917 	 0 	 0.00 	 0 
 good-bye," 	 2 	 407467 	 494049 	 86582 	 86582.00 	 86582 
 nonsense." 	 1 	 415118 	 415118 	 0 	 0.00 	 0 
 suggest," 	 1 	 418660 	 418660 	 0 	 0.00 	 0 
 verdict." 	 1 	 430948 	 430948 	 0 	 0.00 	 0 
 riddle." 	 1 	 434446 	 434446 	 0 	 0.00 	 0 
 brute!" 	 2 	 435567 	 444082 	 8515 	 8515.00 	 8515 
 Baldwin," 	 3 	 482247 	 501806 	 2532 	 9779.50 	 17027 
 Brother?" 	 1 	 488221 	 488221 	 0 	 0.00 	 0 
 York?" 	 1 	 495851 	 495851 	 0 	 0.00 	 0 
 cabby." 	 1 	 522651 	 522651 	 0 	 0.00 	 0 
 Tregennis." 	 2 	 560522 	 566735 	 6213 	 6213.00 	 6213 
 Helston." 	 1 	 561567 	 561567 	 0 	 0.00 	 0 
 untrustworthy," 	 1 	 574051 	 574051 	 0 	 0.00 	 0 
 immaterial?" 	 1 	 576398 	 576398 	 0 	 0.00 	 0 
 were: 	 1 	 609152 	 609152 	 0 	 0.00 	 0 
 view." 	 1 	 609326 	 609326 	 0 	 0.00 	 0 
 actions." 	 1 	 636577 	 636577 	 0 	 0.00 	 0 
 cleared," 	 1 	 640747 	 640747 	 0 	 0.00 	 0 
 Mason," 	 1 	 647918 	 647918 	 0 	 0.00 	 0 
 systematic 	 7 	 1403 	 542985 	 3717 	 90263.66 	 224223 
 soils 	 1 	 4409 	 4409 	 0 	 0.00 	 0 
 thank 	 43 	 12984 	 656727 	 13 	 15327.21 	 56852 
 Socialists 	 1 	 15746 	 15746 	 0 	 0.00 	 0 
 Arabs 	 1 	 16311 	 16311 	 0 	 0.00 	 0 
 companions 	 17 	 25286 	 650809 	 191 	 39095.19 	 170729 
 Events 	 1 	 42897 	 42897 	 0 	 0.00 	 0 
 aus 	 1 	 86668 	 86668 	 0 	 0.00 	 0 
 preposterous 	 9 	 90690 	 612406 	 697 	 65214.50 	 305378 
 Thick 	 1 	 93499 	 93499 	 0 	 0.00 	 0 
 quarrels 	 1 	 147060 	 147060 	 0 	 0.00 	 0 
 clerk 	 15 	 156969 	 540885 	 26 	 27422.57 	 270526 
 steeples 	 1 	 195256 	 195256 	 0 	 0.00 	 0 
 offensive; 	 1 	 210754 	 210754 	 0 	 0.00 	 0 
 skylights 	 1 	 221428 	 221428 	 0 	 0.00 	 0 
 pastime; 	 1 	 223035 	 223035 	 0 	 0.00 	 0 
 Howells 	 2 	 226328 	 226589 	 261 	 261.00 	 261 
 tracings 	 1 	 240803 	 240803 	 0 	 0.00 	 0 
 signal-lamps 	 1 	 255517 	 255517 	 0 	 0.00 	 0 
 shins 	 1 	 258723 	 258723 	 0 	 0.00 	 0 
 flask 	 3 	 269351 	 393753 	 10793 	 62201.00 	 113609 
 reach; 	 1 	 376026 	 376026 	 0 	 0.00 	 0 
 fineness 	 1 	 385480 	 385480 	 0 	 0.00 	 0 
 pitch-dark 	 3 	 423653 	 649888 	 5252 	 113117.50 	 220983 
 exiguous 	 1 	 453816 	 453816 	 0 	 0.00 	 0 
 denizens 	 1 	 456647 	 456647 	 0 	 0.00 	 0 
 let's 	 1 	 460776 	 460776 	 0 	 0.00 	 0 
 subordinates 	 1 	 514678 	 514678 	 0 	 0.00 	 0 
 proprietor's 	 1 	 541765 	 541765 	 0 	 0.00 	 0 
 controls 	 1 	 547727 	 547727 	 0 	 0.00 	 0 
 viper's 	 1 	 550955 	 550955 	 0 	 0.00 	 0 
 lick 	 1 	 647334 	 647334 	 0 	 0.00 	 0 
 passed 	 243 	 1888 	 656989 	 9 	 2707.03 	 19752 
 tobacco, 	 8 	 2813 	 652429 	 10939 	 92802.29 	 175025 
 broad 	 71 	 3244 	 650735 	 9 	 9249.87 	 79885 
 lowest 	 4 	 3413 	 585080 	 12079 	 193889.00 	 400077 
 bell 	 29 	 5038 	 509267 	 5 	 18008.18 	 101579 
 planked 	 2 	 8387 	 98958 	 90571 	 90571.00 	 90571 
 red 	 96 	 8530 	 645494 	 243 	 6704.88 	 31615 
 age, 	 29 	 8613 	 627470 	 1262 	 22102.04 	 65602 
 do, 	 78 	 13978 	 654494 	 10 	 8318.39 	 35004 
 "'God 	 1 	 17326 	 17326 	 0 	 0.00 	 0 
 afraid 	 62 	 18659 	 647247 	 34 	 10304.72 	 58941 
 Liverpool, 	 7 	 19079 	 526430 	 664 	 84558.50 	 296277 
 huddled 	 16 	 19423 	 635478 	 421 	 41070.33 	 265898 
 silent 	 72 	 19555 	 650080 	 162 	 8880.63 	 42616 
 teaspoonful 	 1 	 20324 	 20324 	 0 	 0.00 	 0 
 fatigue, 	 1 	 25830 	 25830 	 0 	 0.00 	 0 
 accomplished 	 6 	 26937 	 473689 	 1870 	 89350.40 	 216543 
 Choked 	 1 	 27277 	 27277 	 0 	 0.00 	 0 
 vanished 	 31 	 27771 	 625566 	 86 	 19926.50 	 103404 
 feared 	 49 	 28993 	 647137 	 11 	 12878.00 	 40618 
 attend 	 10 	 29301 	 631735 	 1903 	 66937.11 	 195598 
 frightened, 	 1 	 29904 	 29904 	 0 	 0.00 	 0 
 exclaimed 	 6 	 30814 	 450144 	 2984 	 83866.00 	 322613 
 obscured 	 3 	 32763 	 473315 	 130 	 220276.00 	 440422 
 lift, 	 1 	 34318 	 34318 	 0 	 0.00 	 0 
 foot 	 64 	 36225 	 656899 	 11 	 9851.97 	 50015 
 vagrant 	 1 	 36844 	 36844 	 0 	 0.00 	 0 
 Journal, 	 1 	 37087 	 37087 	 0 	 0.00 	 0 
 towel 	 6 	 37217 	 641010 	 71 	 120758.60 	 406781 
 poisoned 	 8 	 41153 	 644859 	 362 	 86243.71 	 378828 
 suspect 	 20 	 49293 	 622983 	 4 	 30194.21 	 125003 
 discretion, 	 6 	 51170 	 627237 	 37812 	 115213.40 	 255897 
 innocence, 	 3 	 52523 	 379859 	 60292 	 163668.00 	 267044 
 lamp, 	 21 	 55646 	 582902 	 1047 	 26362.80 	 143114 
 broken, 	 5 	 56097 	 474233 	 30771 	 104534.00 	 133215 
 lashed 	 11 	 56264 	 649627 	 58 	 59336.30 	 128761 
 scent, 	 7 	 57932 	 292091 	 80 	 39026.50 	 60703 
 chart 	 6 	 62330 	 656121 	 70 	 118758.20 	 395246 
 tugged 	 4 	 63812 	 180477 	 19395 	 38888.33 	 62963 
 weren't 	 2 	 64730 	 484262 	 419532 	 419532.00 	 419532 
 telegraph-office, 	 1 	 65440 	 65440 	 0 	 0.00 	 0 
 That, 	 3 	 65653 	 140828 	 36908 	 37587.50 	 38267 
 unaided 	 1 	 67137 	 67137 	 0 	 0.00 	 0 
 standing, 	 6 	 74225 	 624239 	 25963 	 110002.80 	 243315 
 exhibited 	 5 	 76673 	 567783 	 50701 	 122777.50 	 208734 
 ribbons, 	 1 	 78188 	 78188 	 0 	 0.00 	 0 
 proved, 	 6 	 78351 	 513786 	 22867 	 87087.00 	 145365 
 First 	 13 	 78667 	 606567 	 1959 	 43991.67 	 154128 
 million, 	 4 	 83561 	 569787 	 109365 	 162075.33 	 240147 
 died, 	 4 	 84582 	 614978 	 64235 	 176798.67 	 291643 
 matting, 	 1 	 85216 	 85216 	 0 	 0.00 	 0 
 betrothal 	 1 	 89977 	 89977 	 0 	 0.00 	 0 
 Wilson, 	 13 	 95422 	 502137 	 44 	 33892.92 	 122588 
 slight, 	 5 	 97266 	 291871 	 26454 	 48651.25 	 71734 
 backward, 	 2 	 98055 	 160649 	 62594 	 62594.00 	 62594 
 Underground 	 7 	 100323 	 542132 	 202 	 73634.84 	 363225 
 farthest 	 5 	 108413 	 466600 	 17861 	 89546.75 	 285337 
 characteristics, 	 2 	 109783 	 433155 	 323372 	 323372.00 	 323372 
 game-keeper, 	 2 	 112360 	 113764 	 1404 	 1404.00 	 1404 
 attract 	 2 	 118676 	 267110 	 148434 	 148434.00 	 148434 
 tempted 	 4 	 121170 	 580519 	 5715 	 153116.33 	 298547 
 Freebody, 	 1 	 124082 	 124082 	 0 	 0.00 	 0 
 encyclopaedias, 	 1 	 125733 	 125733 	 0 	 0.00 	 0 
 warmed 	 2 	 137714 	 453592 	 315878 	 315878.00 	 315878 
 bonniest, 	 1 	 143639 	 143639 	 0 	 0.00 	 0 
 approach, 	 4 	 147131 	 515964 	 92220 	 122944.34 	 163159 
 murmured, 	 3 	 168914 	 470951 	 38059 	 151018.50 	 263978 
 petered 	 1 	 169425 	 169425 	 0 	 0.00 	 0 
 included 	 4 	 170710 	 592083 	 14028 	 140457.67 	 235004 
 select 	 9 	 171251 	 518722 	 11 	 43433.88 	 94060 
 loans, 	 1 	 172473 	 172473 	 0 	 0.00 	 0 
 maids, 	 4 	 180579 	 333580 	 21842 	 51000.33 	 87112 
 rural 	 2 	 182952 	 460171 	 277219 	 277219.00 	 277219 
 portrait 	 9 	 207505 	 620361 	 33 	 51607.00 	 231397 
 matches, 	 1 	 207588 	 207588 	 0 	 0.00 	 0 
 "'"I'll 	 1 	 210806 	 210806 	 0 	 0.00 	 0 
 cabinet, 	 1 	 219246 	 219246 	 0 	 0.00 	 0 
 heavens, 	 17 	 227921 	 570737 	 44 	 21426.00 	 110068 
 cripple, 	 1 	 243948 	 243948 	 0 	 0.00 	 0 
 Mycroft 	 33 	 251692 	 544836 	 23 	 9160.75 	 249864 
 Briarbrae, 	 1 	 258777 	 258777 	 0 	 0.00 	 0 
 embellishment 	 1 	 263517 	 263517 	 0 	 0.00 	 0 
 summit, 	 3 	 271878 	 408404 	 535 	 68263.00 	 135991 
 wrestling, 	 1 	 280698 	 280698 	 0 	 0.00 	 0 
 landed, 	 1 	 281516 	 281516 	 0 	 0.00 	 0 
 fanlight 	 4 	 282520 	 584907 	 36867 	 100795.66 	 202579 
 V, 	 1 	 303334 	 303334 	 0 	 0.00 	 0 
 Cyril 	 9 	 306761 	 366278 	 11 	 7439.62 	 50389 
 seal-skin--and 	 1 	 325901 	 325901 	 0 	 0.00 	 0 
 farewell 	 3 	 329801 	 575342 	 534 	 122770.50 	 245007 
 treasured 	 1 	 360014 	 360014 	 0 	 0.00 	 0 
 cigarette-box, 	 1 	 363495 	 363495 	 0 	 0.00 	 0 
 peril 	 2 	 363864 	 640139 	 276275 	 276275.00 	 276275 
 appalled 	 2 	 370750 	 565404 	 194654 	 194654.00 	 194654 
 silver-plated 	 1 	 390602 	 390602 	 0 	 0.00 	 0 
 gravel, 	 2 	 396389 	 646701 	 250312 	 250312.00 	 250312 
 desperately, 	 1 	 399134 	 399134 	 0 	 0.00 	 0 
 upshot 	 2 	 420646 	 445491 	 24845 	 24845.00 	 24845 
 jealousy, 	 4 	 438530 	 610112 	 2997 	 57194.00 	 158192 
 defects--if, 	 1 	 441291 	 441291 	 0 	 0.00 	 0 
 beyond, 	 2 	 441810 	 477411 	 35601 	 35601.00 	 35601 
 green-splotched 	 1 	 445439 	 445439 	 0 	 0.00 	 0 
 Country, 	 1 	 447798 	 447798 	 0 	 0.00 	 0 
 enclosed 	 1 	 455096 	 455096 	 0 	 0.00 	 0 
 loose-jointed 	 1 	 456380 	 456380 	 0 	 0.00 	 0 
 exterminated 	 1 	 467398 	 467398 	 0 	 0.00 	 0 
 angular, 	 2 	 468877 	 636499 	 167622 	 167622.00 	 167622 
 face--don't 	 1 	 478822 	 478822 	 0 	 0.00 	 0 
 whisky, 	 2 	 485853 	 494260 	 8407 	 8407.00 	 8407 
 vulture-faced 	 2 	 488371 	 501956 	 13585 	 13585.00 	 13585 
 crossroad, 	 1 	 498317 	 498317 	 0 	 0.00 	 0 
 hopeful 	 2 	 502882 	 564508 	 61626 	 61626.00 	 61626 
 amazed, 	 1 	 505164 	 505164 	 0 	 0.00 	 0 
 Fifty-odd 	 1 	 506182 	 506182 	 0 	 0.00 	 0 
 dates--but 	 1 	 543201 	 543201 	 0 	 0.00 	 0 
 waking, 	 1 	 558703 	 558703 	 0 	 0.00 	 0 
 limousine, 	 1 	 570883 	 570883 	 0 	 0.00 	 0 
 whimsical, 	 1 	 612059 	 612059 	 0 	 0.00 	 0 
 cities, 	 1 	 620844 	 620844 	 0 	 0.00 	 0 
 phial, 	 1 	 633248 	 633248 	 0 	 0.00 	 0 
 anthropoid 	 2 	 633403 	 633432 	 29 	 29.00 	 29 
 privacy, 	 1 	 637304 	 637304 	 0 	 0.00 	 0 
 unofficial, 	 1 	 638540 	 638540 	 0 	 0.00 	 0 
 Griggs, 	 3 	 642781 	 644909 	 556 	 1064.00 	 1572 
 gamble, 	 1 	 646582 	 646582 	 0 	 0.00 	 0 
 random 	 4 	 6668 	 467599 	 122775 	 153643.67 	 173473 
 ape-like 	 1 	 8735 	 8735 	 0 	 0.00 	 0 
 prime 	 4 	 10410 	 504451 	 59746 	 164680.33 	 312361 
 race 	 9 	 13482 	 651705 	 747 	 79777.88 	 201133 
 Madame 	 7 	 15868 	 596814 	 28 	 96824.34 	 356643 
 owe 	 31 	 75852 	 636570 	 90 	 18690.60 	 49385 
 Whom 	 2 	 88950 	 600379 	 511429 	 511429.00 	 511429 
 repute 	 3 	 123698 	 653905 	 61607 	 265103.50 	 468600 
 one"--he 	 1 	 137678 	 137678 	 0 	 0.00 	 0 
 vehicle 	 2 	 146164 	 310549 	 164385 	 164385.00 	 164385 
 side-table 	 3 	 245669 	 583952 	 13476 	 169141.50 	 324807 
 sick-room 	 2 	 262885 	 268550 	 5665 	 5665.00 	 5665 
 predispose 	 1 	 291329 	 291329 	 0 	 0.00 	 0 
 surplice 	 2 	 311439 	 312479 	 1040 	 1040.00 	 1040 
 "Lie 	 1 	 312621 	 312621 	 0 	 0.00 	 0 
 scruple 	 1 	 346795 	 346795 	 0 	 0.00 	 0 
 did--some 	 1 	 396481 	 396481 	 0 	 0.00 	 0 
 bronze 	 3 	 410461 	 621841 	 2837 	 105690.00 	 208543 
 file 	 4 	 476285 	 657270 	 10443 	 60328.33 	 153074 
 Marvin--he 	 1 	 502975 	 502975 	 0 	 0.00 	 0 
 roam 	 1 	 534905 	 534905 	 0 	 0.00 	 0 
 'quite 	 1 	 569466 	 569466 	 0 	 0.00 	 0 
 Absolute 	 1 	 651134 	 651134 	 0 	 0.00 	 0 
 million. 	 1 	 2268 	 2268 	 0 	 0.00 	 0 
 murmured. 	 5 	 2434 	 628339 	 36355 	 156476.25 	 330809 
 turn 	 131 	 5616 	 656706 	 28 	 5008.38 	 23032 
 scent. 	 11 	 5721 	 513357 	 3846 	 50763.60 	 215538 
 enlightening. 	 1 	 5832 	 5832 	 0 	 0.00 	 0 
 marine. 	 1 	 6977 	 6977 	 0 	 0.00 	 0 
 puzzler. 	 1 	 7268 	 7268 	 0 	 0.00 	 0 
 gravel. 	 3 	 7905 	 441996 	 45019 	 217045.50 	 389072 
 Liverpool. 	 4 	 9305 	 597265 	 125860 	 195986.67 	 311008 
 tobacco. 	 8 	 11128 	 592904 	 6712 	 83110.86 	 194273 
 Open 	 3 	 14237 	 443804 	 54900 	 214783.50 	 374667 
 do. 	 69 	 14243 	 639242 	 28 	 9191.16 	 39154 
 un 	 2 	 16236 	 25060 	 8824 	 8824.00 	 8824 
 proved. 	 4 	 19169 	 592589 	 124450 	 191140.00 	 306531 
 approach. 	 2 	 23633 	 421457 	 397824 	 397824.00 	 397824 
 roan 	 1 	 27405 	 27405 	 0 	 0.00 	 0 
 Detection 	 1 	 44512 	 44512 	 0 	 0.00 	 0 
 died. 	 12 	 46004 	 656850 	 6592 	 55531.45 	 181343 
 age. 	 18 	 47143 	 651779 	 72 	 35566.82 	 183882 
 Eastern 	 9 	 50579 	 590903 	 463 	 67540.50 	 264144 
 Jean 	 2 	 63313 	 453310 	 389997 	 389997.00 	 389997 
 beyond. 	 6 	 64266 	 540966 	 10551 	 95340.00 	 211235 
 broken. 	 9 	 80638 	 627464 	 30 	 68353.25 	 373362 
 gallows. 	 4 	 84681 	 645203 	 26338 	 186840.67 	 394499 
 Wilson. 	 5 	 96901 	 488039 	 130 	 97784.50 	 388044 
 innocence. 	 2 	 116190 	 141962 	 25772 	 25772.00 	 25772 
 privacy. 	 1 	 122575 	 122575 	 0 	 0.00 	 0 
 seaports. 	 1 	 126125 	 126125 	 0 	 0.00 	 0 
 receded. 	 1 	 132690 	 132690 	 0 	 0.00 	 0 
 frightened. 	 2 	 134118 	 145270 	 11152 	 11152.00 	 11152 
 lamp. 	 9 	 142504 	 583996 	 228 	 55186.50 	 200170 
 heavens. 	 1 	 150371 	 150371 	 0 	 0.00 	 0 
 backward. 	 3 	 160983 	 617536 	 61573 	 228276.50 	 394980 
 discretion. 	 2 	 163986 	 300797 	 136811 	 136811.00 	 136811 
 reparation 	 4 	 175334 	 544888 	 35 	 123184.66 	 240035 
 maids. 	 1 	 180573 	 180573 	 0 	 0.00 	 0 
 unofficial. 	 1 	 197956 	 197956 	 0 	 0.00 	 0 
 V. 	 9 	 223068 	 585902 	 1 	 45354.25 	 234674 
 game-keeper. 	 1 	 224896 	 224896 	 0 	 0.00 	 0 
 Appreciation 	 2 	 245153 	 519011 	 273858 	 273858.00 	 273858 
 standing. 	 2 	 261399 	 535929 	 274530 	 274530.00 	 274530 
 ribbons. 	 1 	 282497 	 282497 	 0 	 0.00 	 0 
 facsimile. 	 1 	 285335 	 285335 	 0 	 0.00 	 0 
 slight. 	 2 	 290344 	 291890 	 1546 	 1546.00 	 1546 
 Lexington 	 1 	 292100 	 292100 	 0 	 0.00 	 0 
 payments. 	 1 	 292618 	 292618 	 0 	 0.00 	 0 
 desperately. 	 1 	 298934 	 298934 	 0 	 0.00 	 0 
 matting. 	 1 	 358669 	 358669 	 0 	 0.00 	 0 
 touch-line. 	 1 	 364105 	 364105 	 0 	 0.00 	 0 
 fatigue. 	 2 	 368458 	 394155 	 25697 	 25697.00 	 25697 
 tries. 	 1 	 369746 	 369746 	 0 	 0.00 	 0 
 well-spoken 	 1 	 387488 	 387488 	 0 	 0.00 	 0 
 cabinet. 	 1 	 405582 	 405582 	 0 	 0.00 	 0 
 Borough. 	 1 	 406076 	 406076 	 0 	 0.00 	 0 
 attractions. 	 1 	 407219 	 407219 	 0 	 0.00 	 0 
 characteristics. 	 1 	 407735 	 407735 	 0 	 0.00 	 0 
 woodlands. 	 1 	 408766 	 408766 	 0 	 0.00 	 0 
 humiliation 	 1 	 452309 	 452309 	 0 	 0.00 	 0 
 jealousy. 	 2 	 464367 	 466062 	 1695 	 1695.00 	 1695 
 peajacket. 	 1 	 484460 	 484460 	 0 	 0.00 	 0 
 weather-stained. 	 1 	 497764 	 497764 	 0 	 0.00 	 0 
 Dike. 	 1 	 498962 	 498962 	 0 	 0.00 	 0 
 waking. 	 1 	 525006 	 525006 	 0 	 0.00 	 0 
 S.H. 	 1 	 541697 	 541697 	 0 	 0.00 	 0 
 careers. 	 1 	 574884 	 574884 	 0 	 0.00 	 0 
 belle. 	 1 	 604870 	 604870 	 0 	 0.00 	 0 
 Georgian 	 1 	 612658 	 612658 	 0 	 0.00 	 0 
 gulping 	 1 	 17204 	 17204 	 0 	 0.00 	 0 
 greeting 	 8 	 32453 	 649603 	 26725 	 88164.29 	 164089 
 capturing 	 1 	 36285 	 36285 	 0 	 0.00 	 0 
 murder,' 	 1 	 40457 	 40457 	 0 	 0.00 	 0 
 ago--to 	 3 	 47451 	 260117 	 83438 	 106333.00 	 129228 
 halting 	 3 	 53945 	 477545 	 29680 	 211800.00 	 393920 
 fortune-seeker? 	 1 	 60087 	 60087 	 0 	 0.00 	 0 
 bow 	 8 	 73961 	 615317 	 5929 	 77336.57 	 300759 
 fairer.' 	 1 	 79760 	 79760 	 0 	 0.00 	 0 
 "'Hum!' 	 1 	 83993 	 83993 	 0 	 0.00 	 0 
 Yard? 	 1 	 101594 	 101594 	 0 	 0.00 	 0 
 to-night? 	 2 	 121590 	 444393 	 322803 	 322803.00 	 322803 
 nonsense.' 	 2 	 123993 	 124031 	 38 	 38.00 	 38 
 overhearing 	 1 	 143151 	 143151 	 0 	 0.00 	 0 
 used.' 	 1 	 160605 	 160605 	 0 	 0.00 	 0 
 hushing 	 1 	 176751 	 176751 	 0 	 0.00 	 0 
 sweating!' 	 1 	 182642 	 182642 	 0 	 0.00 	 0 
 Glancing 	 3 	 213179 	 274918 	 30153 	 30869.50 	 31586 
 danger? 	 1 	 365898 	 365898 	 0 	 0.00 	 0 
 wide-stretching 	 1 	 431505 	 431505 	 0 	 0.00 	 0 
 coaching 	 2 	 438657 	 634231 	 195574 	 195574.00 	 195574 
 were? 	 1 	 541242 	 541242 	 0 	 0.00 	 0 
 ago--young 	 1 	 585886 	 585886 	 0 	 0.00 	 0 
 'he' 	 1 	 602723 	 602723 	 0 	 0.00 	 0 
 sympathy? 	 1 	 609312 	 609312 	 0 	 0.00 	 0 
 fling 	 1 	 623071 	 623071 	 0 	 0.00 	 0 
 himself--something 	 1 	 623364 	 623364 	 0 	 0.00 	 0 
 up 	 1362 	 948 	 656802 	 3 	 481.57 	 4486 
 get-up 	 2 	 15507 	 70495 	 54988 	 54988.00 	 54988 
 box 	 84 	 19961 	 632008 	 4 	 7374.06 	 82922 
 Danish 	 1 	 37039 	 37039 	 0 	 0.00 	 0 
 vouch 	 1 	 37941 	 37941 	 0 	 0.00 	 0 
 Greenwich 	 1 	 73355 	 73355 	 0 	 0.00 	 0 
 locksmith 	 1 	 240114 	 240114 	 0 	 0.00 	 0 
 thornbush 	 1 	 431525 	 431525 	 0 	 0.00 	 0 
 A 	 547 	 11 	 657116 	 7 	 1202.78 	 8393 
 penalty 	 2 	 2428 	 305695 	 303267 	 303267.00 	 303267 
 boy 	 78 	 17804 	 610073 	 34 	 7691.81 	 39917 
 love-story 	 1 	 44551 	 44551 	 0 	 0.00 	 0 
 seven-and-twenty 	 2 	 48438 	 101780 	 53342 	 53342.00 	 53342 
 dreamily 	 1 	 53974 	 53974 	 0 	 0.00 	 0 
 n'y 	 1 	 59065 	 59065 	 0 	 0.00 	 0 
 Terra 	 1 	 66992 	 66992 	 0 	 0.00 	 0 
 shiny 	 5 	 96284 	 522729 	 5275 	 106611.25 	 313617 
 stable-boy 	 6 	 133368 	 302323 	 218 	 33791.00 	 104906 
 speedy 	 2 	 165342 	 337818 	 172476 	 172476.00 	 172476 
 perplexity 	 3 	 172964 	 614202 	 195299 	 220619.00 	 245939 
 Capital! 	 2 	 182572 	 451884 	 269312 	 269312.00 	 269312 
 Percy 	 11 	 245690 	 270248 	 139 	 2455.80 	 11631 
 involuntarily 	 2 	 293280 	 595350 	 302070 	 302070.00 	 302070 
 gentry 	 1 	 427336 	 427336 	 0 	 0.00 	 0 
 almanac! 	 1 	 451584 	 451584 	 0 	 0.00 	 0 
 him--a 	 1 	 577893 	 577893 	 0 	 0.00 	 0 
 Leprosy 	 1 	 592476 	 592476 	 0 	 0.00 	 0 
 alone! 	 1 	 600191 	 600191 	 0 	 0.00 	 0 
 Susan! 	 1 	 600523 	 600523 	 0 	 0.00 	 0 
 before--say 	 1 	 622209 	 622209 	 0 	 0.00 	 0 
 appropriately 	 1 	 626528 	 626528 	 0 	 0.00 	 0 
 agility 	 1 	 632612 	 632612 	 0 	 0.00 	 0 
